ID,Question,Label,SKnowGPT,output1_precision,output1_recall,output1_f1
62,"Doctor, I think I have swallowed a small object, and it's stuck somewhere in my digestive system. What should I do?","Based on your symptoms, I recommend we perform a radiographic imaging procedure such as a plain x-ray to locate the foreign body. Depending on where it is, we may need to perform an esophageal dilatation or tracheoscopy and laryngoscopy with biopsy. We'll also need to provide intravenous fluid replacement and perform nonoperative removal if possible. In some cases, we may need to consider intubation to ensure your airway is clear.","Based on your concern about swallowing a small object, I would recommend getting a radiographic imaging procedure done to locate the object and determine if it is causing any intestinal disease. Depending on the results, further treatment such as nonoperative removal of the foreign body may be required.",0.8761487007141113,0.8213338851928711,0.8478562831878662
63,"Doctor, my eye is red and painful, and my vision has been affected as well. I think I might have endophthalmitis. ","Based on your symptoms, I recommend that we perform an ophthalmic examination and evaluation (Eye exam) to determine the extent of the infection. We'll also need to perform other therapeutic procedures on your eyelids, conjunctiva, and cornea to help alleviate the symptoms, such as nonoperative removal of any foreign bodies and excision of any skin lesions that may be contributing to the infection. In addition, we'll need to do other diagnostic procedures on your skin and subcutaneous tissue to better understand the root cause of the infection. Finally, we'll want to do a microscopic examination (bacterial smear; culture; toxicology) to determine the type of bacteria causing the infection and to determine the most effective treatment approach.","Based on your symptoms of red and painful eye and vision changes, Endophthalmitis is a possibility. To confirm this diagnosis, we would recommend an ophthalmic examination and evaluation (eye exam) and possibly nonoperative removal of foreign body. If Endophthalmitis is confirmed, you may require medications such as Sulfamethoxazole (Bactrim), Tetracaine (One Touch), Paclitaxel (Taxol), Fluorescein Ophthalmic, Acetazolamide (Diamox), Erythromycin, Erythromycin Ophthalmic, Sodium Sulfacetamide Ophthalmic, Suprofen Ophthalmic, Bacitracin Ophthalmic, and Loteprednol Ophthalmic.",0.773176908493042,0.8076843619346619,0.7900539636611938
64,"Hi doctor, I have been having problems with my digestion. I feel like I am not absorbing the nutrients from the food I eat properly.","Okay, to properly diagnose your condition, we would need to perform a few medical tests. These tests include a complete physical skin exam performed, other diagnostic procedures such as an interview, evaluation, and consultation. We would also need to do a lipid panel test to check your cholesterol levels, and a mental health counseling session to address any psychological factors that may be impacting your digestion. Additionally, I would like to screen you for depression and perform a diagnostic ultrasound of your heart, also known as an echocardiogram. We may also recommend physical therapy and rehabilitation as necessary.","Based on your symptoms, it is possible that you have an intestinal disease causing issues with nutrient absorption. I would recommend conducting hematologic tests, complete blood count, urinalysis, and intravenous fluid replacement to further investigate. A potential treatment could include Simethicone (Degas).",0.7997697591781616,0.7952191233634949,0.7974880337715149
65,"Doctor, I suspect I have lead poisoning.","The required medical test for lead poisoning is a blood test to measure the amount of lead in your blood. We also need to do a CT scan of your abdomen to see if there is any lead stored in your organs. Additionally, I suggest having procedures on your spleen to check for any damage caused by lead exposure, rather than a bone marrow transplant, which is not necessary for lead poisoning. The other tests you mentioned, such as a corneal transplant or a TURP, would not be required for lead poisoning.","To confirm lead poisoning, I would recommend getting a venous blood lead test. This is the standard test to measure lead levels in your blood. If lead poisoning is suspected, further testing may include a comprehensive metabolic panel and complete blood count. Treatment typically involves removing the source of lead exposure, if known, and chelation therapy for high blood lead levels. Consult with a healthcare professional for proper diagnosis and treatment.",0.8354964256286621,0.8314521312713623,0.8334693312644958
66,"Doctor, I have these weird bumps on my skin that won't go away. They look like small clusters of rough skin. Could it be viral warts?","Yes, it is possible that you have viral warts. To confirm the diagnosis, we will need to perform a complete physical skin exam, and if the warts are large or persistent, then we may need to perform an excision or removal of the skin lesion. We may also need to perform a biopsy to confirm the diagnosis. Additionally, a pelvic exam or rectal examination may be necessary if the warts are in certain locations. After the procedure, we will provide you with wound care management instructions.","Based on your description, it is possible that you have viral warts. To confirm this, I would recommend undergoing a complete physical skin exam and potentially having a biopsy if necessary. Treatment options for viral warts include topical medications such as Podofilox, Podophyllum Resin, Candida Albicans Extract, Econazole Topical, Tazarotene Topical, Acetic Acid Topical, Cimetidine, Trichloroacetic Acid Topical, Imiquimod, Salicylic Acid Topical, and Tretinoin Topical.",0.7499721646308899,0.8154085874557495,0.7813226580619812
67,"Doctor, I have been experiencing excessive sweating no matter what I do. It's becoming really uncomfortable and affecting my daily life.","Based on your symptoms, I would recommend a complete physical skin exam to assess the severity of your hyperhidrosis. We may also do other diagnostic procedures such as an interview or consultation. In extreme cases, excision or other therapeutic nervous system procedures may be necessary. However, since hyperhidrosis may also have an underlying medical cause, we may also need to perform a Prostate specific antigen measurement. If the sweating is affecting your eyes, a corneal transplant might be necessary. And if we suspect there's something wrong with your spleen, we may also need to do procedures on spleen.","Based on your symptom of excessive sweating, there are several potential conditions that may be causing this, including Angina, Drug Abuse, Hyperhidrosis, and Labyrinthitis. To determine the cause, medical tests such as psychotherapy, electrocardiogram, mental health counseling, cardiac monitoring, depression screen, toxicology screen, and blood alcohol may be recommended. The treatment for excessive sweating will depend on the underlying cause, but may include medications such as Loxapine, Meprobamate, Flurazepam, L-Methylfolate, Lorazepam, Alprazolam, Clonazepam, Buspirone, Clorazepate, and Oxazepam.",0.7476670145988464,0.7911539077758789,0.768795907497406
68,"Doctor, I think I might have had a stroke. My left side suddenly felt weak and numb.","I'm sorry to hear that. Given your symptoms, we'll need to run a few tests. We'll start with a radiographic imaging procedure to check for any abnormalities in your brain. We'll also need to run some hematologic tests to check your blood work, including a complete blood count. We'll do a scan CT to get a better picture of what's happening in your brain. Additionally, we'll need to run an electrocardiogram to check your heart's electrical activity. We'll check your glucose level as well, and run an electrolytes panel to make sure everything else is in balance.","Based on your symptoms, it is possible that you have had a stroke. I would recommend undergoing radiographic imaging procedures, such as a scan CT, as well as hematologic tests like a complete blood count (CBC), glucose measurement, and an electrolytes panel to confirm the diagnosis. If a stroke is confirmed, treatment may include medications such as Nicardipine, Rimabotulinumtoxinb (Myobloc), Dalteparin (Fragmin), Clopidogrel (Plavix), Labetalol, Alteplase, Fosphenytoin, and Bethanechol.",0.7614421248435974,0.7962052226066589,0.7784357070922852
69,"Doctor, I have a painful lump on my buttocks that seems to be getting bigger. I think it might be a pilonidal cyst.","Yes, it is possible that you have a pilonidal cyst. To diagnose and treat this, you will need wound care management, a complete physical skin exam (ML), incision and drainage (I&D), and possibly an excision of the cyst. We will also need to perform a rectal examination and culture your wound. Depending on the severity of your cyst, other therapeutic procedures on your skin and breast may also be necessary.","Based on your symptoms, it does sound like you may have a pilonidal cyst. To confirm the diagnosis, I would recommend undergoing a complete physical skin exam (ML), and possibly a rectal examination. Wound care management and incision and drainage (I&D) or excision (removal) may also be necessary. Medications such as Clavulanate (Augmentin), Dicloxacillin, Linezolid (Zyvox), and others may be prescribed depending on the severity of the cyst.",0.8729532957077026,0.9029581546783447,0.8877022862434387
70,"Doctor, I have been experiencing difficulty walking and balancing, bladder control problems, and incontinence. I am also experiencing memory loss and confusion at times. What could be wrong with me?","It sounds like you may be suffering from Normal Pressure Hydrocephalus. In order to confirm the diagnosis and to determine the best treatment options for you, we need to perform certain medical tests. You will first need to have a radiographic imaging procedure, followed by a Magnetic resonance imaging (MRI) scan. We will also need to conduct other diagnostic procedures such as an interview, evaluation, and consultation. Depending on the severity of the condition, physical therapy exercises, other therapeutic nervous system procedures, and psychotherapy may be required. In certain cases, insertion, replacement, or removal of extracranial ventricular shunt may also be necessary.","Based on your symptoms, it is possible that you are experiencing a bladder disorder, which could be related to urge incontinence. To confirm this, I would recommend undergoing a urinalysis medical test. This test will help determine if there is any evidence of a bladder disorder or urge incontinence. If the results indicate a bladder disorder or urge incontinence, further testing such as a pelvic exam or Prostate Specific Antigen measurement may be necessary. Treatment options for a bladder disorder or urge incontinence include medications such as Alfuzosin, Flavoxate, Darifenacin, Tamsulosin, Solifenacin, Oxybutynin, Phenazopyridine, and Tolterodine.",0.7559111714363098,0.8117361068725586,0.7828296422958374
71,"Doctor, I have been losing a lot of hair from my scalp and other parts of my body. I think I might have alopecia. ","That does sound concerning. To diagnose alopecia, we will need to perform a few tests. We will start with a complete physical skin exam, followed by a lipid panel to rule out any underlying conditions. Depending on the results, other therapeutic procedures like topical corticosteroids may be prescribed. In some cases, a biopsy or excision of a skin lesion may be necessary, along with other diagnostic procedures on the skin and subcutaneous tissue.","To confirm if you have alopecia, I would recommend a complete physical skin examination (ML). Based on the results, your healthcare provider may prescribe medications such as Clobetasol Topical, Biotin, Anthralin Topical, Hydroxychloroquine (Plaquenil), Ketoconazole, Salicylic Acid Topical, Betamethasone Topical Product, Minoxidil (Rogaine), Fluocinonide Topical, Finasteride (Propecia), or Triamcinolone Topical Product for treatment.",0.782511830329895,0.806056559085846,0.7941097021102905
72,"Doctor, I think I might have Hashimoto thyroiditis. I am experiencing tiredness, hair loss, weight gain, and dry and pale skin.","Based on your symptoms, we need to conduct a comprehensive evaluation. We will first need to run a hematology test to examine your blood. We will also perform a complete physical exam on your skin to check for any abnormalities. Additionally, we will need to do a lipid panel test to check your cholesterol levels. Furthermore, we will run a biopsy and an ultrasonography to look for any signs of inflammation or damage. And finally, we need to perform a Hemoglobin A1c measurement and examine your foot to ascertain the right course of treatment.","Based on your symptoms of tiredness, hair loss, weight gain, and dry and pale skin, it is possible that you may have Hashimoto thyroiditis. To confirm the diagnosis, I would recommend undergoing medical tests including Hematologic tests (Blood test), a complete physical skin exam (ML), lipid panel, biopsy, ultrasonography (ultrasound), Hemoglobin A1c measurement (Hemoglobin a1c test), and examination of foot. If Hashimoto thyroiditis is confirmed, treatment options could include Methimazole, Thyroxine (Synthroid), and Propylthiouracil.",0.7945153713226318,0.8279318809509277,0.8108795285224915
73,"Hi doctor, I've been experiencing a lot of pain in my feet and they feel very flat. I'm not sure what's going on. ","Based on what you've told me, the required medical tests to determine if you have flat feet are examination of your foot, a plain x-ray, and a complete physical skin exam performed. Additionally, physical therapy exercises can provide relief for flat feet. However, a rectal examination and other non-OR therapeutic procedures on musculoskeletal system are not necessary. Prophylactic vaccinations and inoculations are unrelated to your condition.","Based on your symptoms, it is possible that you have flat feet. In order to diagnose this condition, I would recommend a medical test such as an examination of the foot and a plain x-ray (X ray). Depending on the results, you may be prescribed medications such as Selenium Sulfide Topical, Orphenadrine (Flexon), or Tizanidine.",0.8190171718597412,0.815830409526825,0.8174206018447876
74,"Doctor, I have been having some discomfort in my abdomen and have been feeling fatigued lately. I did some research and I think I may have Nonalcoholic liver disease (NASH).","In order to properly diagnose you with NASH, we will need to run some medical tests. We will start with a basic Hematologic test and Complete Blood Count (CBC) to check for any abnormalities in your blood. Then, we will check your Glucose level and Lipid panel to see how they are affecting your liver. We will also need to check your Electrolytes panel to ensure your body is properly functioning. Lastly, we may want to do a Scan CT to get a clearer picture of your liver. Depending on the severity, we may need to provide Intravenous fluid replacement as well.","Based on your symptoms of abdominal discomfort and fatigue, it is possible that you could have Nonalcoholic liver disease (NASH). To confirm the diagnosis, I would recommend undergoing medical tests such as hematologic tests (including a complete blood count), glucose measurement, and potentially imaging tests. If diagnosed with NASH, your healthcare provider may consider treatments involving intravenous fluid replacement and medications such as Nadolol, Rabeprazole (Aciphex), Vitamin E (Vita-E), and Lactulose.",0.7986710071563721,0.814873218536377,0.8066907525062561
75,"Doctor, I have been experiencing joint swelling and pain, especially in my knees. I have also noticed that my joint is tender to the touch and I have limited mobility. I think I might have Hemarthrosis.","Based on your symptoms, I would like to order a series of medical tests to accurately diagnose your condition. This includes a radiographic imaging procedure such as plain x-ray (X ray) to examine your joints for any abnormalities. We may also need to perform other therapeutic procedures like arthrocentesis, which involves drawing out excess fluid from your joint. To determine your blood clotting time, we may also need to conduct a prothrombin time assay (Prothrombin time). In addition, physical therapy exercises and the application of a splint may be recommended to help manage your symptoms.","Based on your symptoms, it is possible that you have Hemarthrosis. To confirm this, I would recommend undergoing radiographic imaging procedure, plain x-ray, and arthrocentesis. If you do have Hemarthrosis, your doctor may prescribe Warfarin or Cortisone to help manage it.",0.8544117212295532,0.8208009004592896,0.8372691869735718
76,"Doctor, I think I have a fracture in my arm.","Alright, I suggest we do a radiographic imaging procedure like a plain X-ray to confirm your fracture. Once we have a clear view of the fracture location, we could proceed with splinting or orthopedic casting to support the fracture as well as physical therapy exercises to help with the healing process. Additionally, we might need to apply traction, further splinting, or wound care if necessary. However, there's no need for a CT scan of your head, as your injury is in your arm.","Based on your symptoms, it is possible that you have a fractured arm. To confirm this, medical tests such as radiographic imaging procedures and plain x-rays will be required. If a fracture is confirmed, medications such as Turmeric Extract, Fenoprofen (Progesic), and Cephalothin may be prescribed to help manage the pain and promote healing.",0.8144785165786743,0.8042474985122681,0.8093306422233582
77,"Doctor, I have been experiencing excessive bleeding lately, even from small cuts. I am concerned that I may have a coagulation disorder. What tests do I need to confirm this?","Based on your symptoms, we will need to conduct various tests. You will need a comprehensive blood test, or hematologic test, which includes a complete blood count (CBC). We will also need to measure your glucose level, assess your electrolytes panel, and perform kidney function tests. In addition, we will need to run a prothrombin time assay to measure your clotting ability. If your condition is severe, we may have to administer an intravenous fluid replacement therapy.","To confirm a coagulation (bleeding) disorder, you should undergo hematologic tests (blood test), complete blood count (CBC), prothrombin time assay (prothrombin time), and kidney function tests (kidney function test).",0.9032793045043945,0.8205863237380981,0.8599494099617004
78,"Doctor, I have been experiencing severe headache and nausea for the past couple of days. I also feel dizzy and have trouble focusing my eyes. What do you think could be causing this?","Based on your symptoms, it's possible that you have an intracranial hemorrhage. To confirm this, we will need to perform several medical tests including radiographic imaging procedure, x-ray computed tomography, hematologic tests, complete blood count, CAT scan of head, and kidney function tests. In addition, we will need to start intravenous fluid replacement to manage your symptoms and prevent any further complications.","Based on your symptoms of severe headache, nausea, dizziness, and difficulty focusing your eyes, it is possible that you may have a migraine or another condition such as concussion, meningioma, hypovolemia, or hypokalemia. To determine the cause of your symptoms, I would recommend undergoing some medical tests including Hematologic tests (Blood test), Complete blood count (CBC), and Urinalysis. These tests will help us gather more information about your condition and guide appropriate treatment.",0.8318735361099243,0.8556147813796997,0.8435772061347961
79,"Doctor, I have been feeling weak and fatigued lately, and my muscles are cramping a lot. Additionally, I am experiencing some heart palpitations. Could this be related to my increased potassium levels?","Yes, it's possible. To confirm the diagnosis of hyperkalemia and determine the severity of your condition, we'll need to run some tests. These include hematologic tests, a complete blood count, an electrocardiogram, and an electrolyte panel. We'll also need to check your kidney function with a kidney function test and possibly some radiographic imaging to look for any underlying causes. Depending on the severity of your hyperkalemia, we may need to start intravenous fluid replacement.","Based on your symptoms of weakness, muscle cramps, and heart palpitations, it's possible that you could have a condition such as Arrhythmia, Graves disease, or a disturbance in electrolyte levels. Since high potassium levels can affect the heart, it would be advisable to get your electrolytes checked, specifically your potassium level. Depending on the results, further testing such as an Electrocardiogram (ECG) may be recommended to evaluate any potential heart involvement.",0.8041243553161621,0.8142416477203369,0.8091513514518738
80,"Doctor, my eyes have been feeling really irritated for the past few days, and they are constantly red. I think I might have an infection in my cornea, what should I do?","Based on your symptoms, it is possible that you have a cornea infection. To diagnose and treat this, we will need to conduct an ophthalmic examination and evaluation, which is a comprehensive eye exam. We may also need to perform other therapeutic procedures on your eyelids, conjunctiva or cornea. Additionally, we may need to conduct ophthalmologic and otologic diagnosis and treatment. In severe cases, you may require a corneal transplant.","Based on your symptoms, it is possible that you have a cornea infection. In order to confirm this, I would recommend undergoing an ophthalmic examination and evaluation (eye exam) and other necessary medical tests. If you do have a cornea infection, you may be prescribed medications such as Tetracaine (One Touch), Ofloxacin Ophthalmic, Tobramycin (Tobi), Moxifloxacin (Avelox), Dexamethasone-Tobramycin Ophthalmic, Erythromycin, Proparacaine Ophthalmic, Prednisolone Ophthalmic, Loteprednol-Tobramycin Ophthalmic, Cyclopentolate Ophthalmic, Cyclosporine Ophthalmic, or Fluorometholone Ophthalmic. It is important to follow the recommended treatment plan in order to properly address the infection and alleviate your symptoms.",0.7762091159820557,0.8676533699035645,0.8193877935409546
81,"Doctor, I have been experiencing a lot of chest pain and difficulty breathing. I think I may have an abscess of the lung.","Okay, to confirm the diagnosis and determine the extent of the abscess, we will need to perform a radiographic imaging procedure such as a CT scan or X-ray. We may also need to start intravenous fluid replacement and possibly perform other therapeutic nervous system procedures. Depending on the severity of the abscess, we may also need to monitor your heart with a cardiac monitor and prescribe physical therapy exercises to aid in your recovery.","Based on your symptoms, it is necessary to conduct medical tests to determine if you have an abscess of the lung. These tests include radiographic imaging procedure, X-ray computed tomography (Scan CT), intravenous fluid replacement, plain x-ray (X ray), and other OR therapeutic nervous system procedures. The medications that might be required for treatment include Levetiracetam (Keppra), Metformin, Meropenem, Vancomycin, and Budesonide.",0.8137515783309937,0.8442610502243042,0.8287255764007568
82,"Doctor, I'm experiencing high fever, severe headache, and joint pain. I'm afraid that I might have Dengue fever. ","Okay, there's a blood test called hematologic test which we need to do to confirm whether you have Dengue fever or not.","Based on your symptoms of high fever, severe headache, and joint pain, it is possible that you may have Dengue fever. To confirm this diagnosis, we should conduct a Hematologic test (Blood test). If diagnosed with Dengue fever, Acetaminophen may be recommended for treatment. Please consult with a healthcare professional for further evaluation and care.",0.7753493785858154,0.835530161857605,0.8043156266212463
83,"Hi doctor, I've been dealing with really bad sinus problems lately, and it's been going on for a while now. Can you help me figure out what's causing this?","Based on your symptoms, it sounds like you might have chronic sinusitis. To properly diagnose this condition, we'll need to run a few medical tests. These include a CT scan of your sinuses, diagnostic procedures on your nose, mouth, and pharynx, and potentially an influenza virus antibody assay. Additionally, we may need to conduct other diagnostic procedures on your skin and subcutaneous tissue or perform therapeutic procedures on your nose, mouth, or pharynx. An ophthalmologic and otologic diagnosis may also be required.","Based on your symptoms, it is possible that you have Sinusitis. To confirm this, diagnostic procedures on ears and an occupational therapy assessment may be required. In terms of treatment, medications such as Guaifenesin (Mucinex) and Betamethasone Topical Product may be recommended.",0.8381528854370117,0.812468409538269,0.8251108527183533
84,"Hi doctor, I have been experiencing some discomfort in my ear for a while now and sometimes it feels like there is something blocking it.","It sounds like you might have a cholesteatoma. To confirm the diagnosis and provide treatment, I would recommend an ophthalmologic and otologic diagnosis and treatment. We'll need to perform an excision to remove the growth and other diagnostic procedures such as an interview, evaluation, and consultation to determine the severity of the condition. Additionally, we'll provide wound care management for the affected area as well as a lipid panel to assess your cholesterol levels. We may also need to perform other therapeutic ear procedures. Lastly, to rule out any other concerns, I suggest a prostate specific antigen measurement.","Based on your symptoms, it is possible that you may have earwax blockage. To confirm this, we may need to perform further diagnostic procedures such as an interview, evaluation, and consultation, specifically focused on the ear. If it is indeed earwax blockage, medications like Phenol Topical and Betamethasone Topical Product might be recommended.",0.8291032314300537,0.8131016492843628,0.821024477481842
85,"Doctor, I have been experiencing abdominal pains and distention, and sometimes, I feel nauseous and vomit. I also have constipation and difficulty passing gas.","Based on your symptoms, I suspect you might have a volvulus. To confirm this, we will need to run a series of medical tests, which include a complete blood count (CBC), hematologic tests, radiographic imaging procedure, kidney function tests, electrolytes panel, glucose measurement (glucose level), and a plain X-ray (X-ray) of your abdomen. ","Based on your symptoms, it seems like you may have a gastrointestinal issue such as ileus, volvulus, indigestion, gastroparesis, or diverticulitis, which can be caused by vomiting. Additionally, your symptoms could also be related to alcoholic liver disease or flu. To determine the exact cause, I would recommend the following medical tests: intravenous fluid replacement, hematologic tests (blood test), complete blood count (CBC), electrocardiogram, glucose measurement (glucose level), toxicology screen, and blood alcohol measurement. Once we have the results of these tests, we can develop an appropriate treatment plan for you.",0.8365755081176758,0.8876737356185913,0.8613674640655518
86,"Doctor, I accidentally injured my finger while playing football. It's hurting a lot and I can't move it properly. What medical tests do I need to take? ","Based on your injury, we need to perform a radiographic imaging procedure or a plain x-ray to check if there is any fracture or bone damage. We may also need to apply a splint to immobilize the finger and promote healing. In order to prevent infection, we will provide wound care management and also may need to suture the wound. Depending on the severity of the injury, physical therapy exercises may also be required to restore function of the finger. In case of any signs of infection, we may culture the wound.","Based on your description, it seems like you have injured your finger. To assess the extent of the injury, you may need medical tests such as Plain x-ray (X ray) or Radiographic imaging procedure to check for any bone damage or fractures. Additionally, Culture wound, Wound care management, Application of splint (Splinting), and Suturing of wound may be necessary depending on the severity of the injury.",0.8867698907852173,0.8664423227310181,0.8764882683753967
87,"Doctor, I've been feeling sick after taking some painkillers for my headache. I think I might have taken too much and now I'm feeling weak and my stomach hurts.","It sounds like you might be experiencing poisoning due to analgesics. We should run some tests to see how your body is reacting to the medication. We need to perform hematologic tests, a complete blood count, kidney function tests, urinalysis, intravenous fluid replacement, electrolytes panel, and measure your glucose level to get a better understanding of what's going on.","Based on your symptoms, it is possible that you have hypovolemia, which can be caused by taking excessive amounts of painkillers. Hypovolemia can cause weakness and sharp abdominal pain. It is important to see a healthcare professional who can evaluate your condition and determine if further testing is necessary. Treatment for hypovolemia typically involves intravenous fluid replacement to restore lost fluids and electrolytes.",0.7842134237289429,0.7891714572906494,0.7866846323013306
88,"Doctor, I've been experiencing irregular heartbeats, shortness of breath and fatigue for a few days now. What do you think might be wrong with me?","Based on your symptoms, it's possible that you're suffering from atrial fibrillation. To confirm this, we'll need to perform some medical tests. We'll need to do a hematologic test, Electrocardiogram, CBC, glucose measurement, electrolytes panel, intravenous fluid replacement, and cardiac enzymes measurement test. Patient Thank you, doctor. When can I come in for these tests?","Based on your symptoms, you may be experiencing Angina. To confirm this, I would recommend undergoing an Electrocardiogram, Complete blood count, and Kidney function tests. If Angina is confirmed, treatment options include Oxygen, Betaxolol, Ranolazine, Nitroglycerin, and Clopidogrel.",0.829790472984314,0.8070934414863586,0.8182845711708069
89,"Doctor, I think I have pinworm infection. I am having itching and discomfort around my anal region.","For pinworm infection, the required medical test is a rectal examination. We need to inspect the area to confirm the diagnosis and determine the extent of the infection. The other diagnostic procedures on skin and subcutaneous tissue, ophthalmologic and otologic diagnosis and treatment, corneal transplant, procedures on spleen, removal of ectopic pregnancy, tracheostomy are not necessary for pinworm infection. We can treat your condition effectively with medication.","Based on your symptoms, it is possible that you have a pinworm infection. To confirm this, a rectal examination may be required. If the diagnosis is positive for pinworm infection, medications such as Mebendazole and Pyrantel (Evict) can be used for treatment.",0.8175574541091919,0.8032933473587036,0.8103626370429993
90,"Doctor, I have an open wound on my neck. It's been there for a while and it's starting to get infected. What should I do?","Based on your symptoms, I recommend we perform a complete physical skin exam, followed by wound care management. We may also need to perform debridement of the wound if it's infected, and potentially excise the affected area if necessary. In addition, we may perform microscopic examination of the wound to check for any bacterial or toxicological causes, and use traction or special wound care techniques such as splints. Does that sound okay to you?","Based on your symptoms, it is important to clean and dress the wound to prevent further infection. Over-the-counter antibiotic ointments and bandages can be used for this purpose. Given the signs of infection, it would be best to consult with a healthcare professional who can evaluate the wound and determine if additional treatment, such as prescription antibiotics, is necessary. Medical tests like wound care management, a complete physical skin exam, and microscopic examinations may be recommended depending on the severity of the infection.",0.8290868997573853,0.8235973119735718,0.8263329863548279
91,"Hello doctor, I have been having difficulty swallowing and I feel like my food is getting stuck in my throat. I also experience chest pain and heartburn. Do you think something is wrong with my esophagus?","It is possible that you have achalasia, which is a disorder that affects the muscles of the esophagus. To confirm this, we would need to do a radiographic imaging procedure such as a barium swallow study or an esophageal manometry test. We will also need to do a plain x-ray, CBC, cardiac enzymes measurement, an electrocardiogram, and kidney function tests to check for any other underlying conditions.","Based on your symptoms, it is possible that you may have a condition called Achalasia affecting your esophagus. To confirm this, medical tests would need to be conducted. However, no specific tests were provided in the given medical knowledge information. It would be best to consult with a healthcare professional who can order appropriate tests and discuss potential treatment options if necessary.",0.8401323556900024,0.8220680952072144,0.8310020565986633
92,"Hi doctor, I've been experiencing difficulty hearing lately, especially when there's a lot of background noise. I feel like I can't understand speech as clearly as I used to.","Okay, based on your symptoms, I recommend undergoing ophthalmologic and otologic diagnosis and treatment. We need to evaluate your eyes and ears to determine what's causing your hearing loss. We'll also conduct other diagnostic procedures, such as an interview and consultation, and possibly an MRI to get a more detailed look at your ear, if necessary. Additionally, we may need to perform other therapeutic ear procedures or occupational therapy assessment, such as speech therapy or other therapeutic procedures, depending on the results of your tests.","Based on your symptoms, it is possible that you could be experiencing conductive hearing loss or a condition such as a meningioma. To determine the cause of your hearing difficulties, I would recommend undergoing certain medical tests. These may include a hearing test, a tracheoscopy and laryngoscopy with biopsy, occupational therapy assessment (speech therapy), and physical therapy exercises. An MRI and ophthalmic examination and evaluation may also be necessary. Once the underlying cause has been identified, appropriate treatment can be recommended.",0.8329968452453613,0.8429656624794006,0.8379516005516052
93,"I have cerebral palsy, and I am having trouble with my motor skills, especially with walking and coordinating movements.","To diagnose cerebral palsy and offer adequate treatment, we will need to do some tests. This involves physical therapy exercises to strengthen your motor and cognitive abilities. We will also need to do other diagnostic procedures such as evaluation, consultation, and an interview to determine the extent of your condition. Additionally, you may need occupational therapy assessment and speech therapy to help your language and communication skills. If necessary, we may also consider injections and aspirations of muscles, tendons, bursa, joints, and soft tissue. Finally, other therapeutic procedures may also be beneficial. Depending on your situation, we will also consider doing magnetic resonance imaging (MRI) and an electroencephalogram (EEG) to gather more information about your condition.","Based on your symptoms, it does sound like you could have cerebral palsy. In order to confirm the diagnosis, I would recommend undergoing some diagnostic procedures such as physical therapy exercises, interviews, evaluations, and consultations, occupational therapy assessments including speech therapy, injections and aspirations of muscles, tendons, bursa, joints and soft tissue, magnetic resonance imaging (MRI), and electroencephalogram (EEG). The treatment for cerebral palsy typically includes medications such as Tizanidine, Baclofen, Levetiracetam (Keppra), Botulinum Toxin Type A (Botox), and regular physical therapy exercises.",0.8453729748725891,0.8463822603225708,0.8458772897720337
94,"Doctor, I think I might have a problem with marijuana abuse.","I'm sorry to hear that. Based on what you've told me, I recommend that you start with mental health counseling and psychotherapy. We will also need to conduct a urinalysis, a psychological and psychiatric evaluation and therapy, as well as a toxicology screen. Additionally, we'll need to check your blood alcohol levels and perform a microscopic examination that includes a bacterial smear, culture, and toxicology. Does that sound good to you?","If you suspect marijuana abuse, it's important to consult with a healthcare professional for proper diagnosis and treatment. They may recommend mental health counseling, psychotherapy, and medical tests such as urinalysis, psychological and psychiatric evaluation, toxicology screen, and blood alcohol levels. Medications such as Asenapine, Pentazocine, Amphetamine, Fluphenazine, Mirtazapine, Naltrexone, Acamprosate, and Tiagabine might be considered depending on your specific condition. Remember that seeking help is crucial in addressing any substance abuse concerns.",0.7874347567558289,0.8156539797782898,0.801296055316925
95,"Doctor, I have been experiencing constant stomach pains and difficulty digesting food. What medical tests do you recommend?","Based on your symptoms, I would recommend a series of medical tests including hematologic tests (blood test), complete blood count (CBC), urinalysis, glucose measurement (glucose level), electrolytes panel, kidney function tests (kidney function test), and an electrocardiogram.","Based on your symptoms of constant stomach pain and difficulty digesting food, I would recommend conducting Hematologic tests (Blood test), Complete blood count (CBC), and considering a Toxicology screen to rule out any potential issues, including ovarian cancer.",0.8612709045410156,0.8836202621459961,0.8723024129867554
96,"Doctor, I think I have Bursitis. My joints are swollen and it hurts when I move them.","I see. Based on your symptoms, we need to perform a Radiographic imaging procedure to confirm the condition of your joints. This will involve Plain x-ray (X ray) to identify any abnormalities or inflammation. We may also need to suggest Physical therapy exercises (Exercises) or Application of splint (Splinting) depending on the severity of your condition. If required, we can go for Magnetic resonance imaging (MRI) as well. Additionally, we may recommend Other therapeutic procedures or Other non-OR therapeutic procedures on musculoskeletal system to alleviate the pain and discomfort.","Based on your symptoms of joint swelling and pain, it does seem like you could have bursitis. To confirm this diagnosis, I would recommend medical tests such as radiographic imaging procedure, MRI, and application of splint. If you do have bursitis, treatments may include medications such as Capsaicin Topical, Triamcinolone Topical Product, Bupivacaine, Cortisone, and Trolamine Salicylate Topical.",0.7979220747947693,0.8172235488891602,0.807457447052002
